 u_sabi                    SWAT+ Sep 8  2020    MODULAR Rev 2020.60.5                                     
  jday,   mon,   day,    yr,   unit , gis_id , name           ,         flo_in ,         aqu_in ,        flo_out ,          peakr,         sed_in,        sed_out,         washld,          bedld,            dep,        deg_btm,       deg_bank,         hc_sed,          width,          depth,          slope,        deg_btm,       deg_bank,         hc_len,      flo_in_mm ,      aqu_in_mm ,     flo_out_mm 
      ,      ,      ,      ,        ,        ,                ,          m^3/s ,          m^3/s ,          m^3/s ,          m^3/s,           tons,           tons,           tons,           tons,           tons,           tons,           tons,           tons,              m,              m,            m/m,              m,              m,              m,             mm ,             mm ,             mm 
274,9,30,1992,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,176.,3.48,.448E-02,.00,.00,.00,.297E-04,.00,.297E-04
274,9,30,1992,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,66.8,1.81,.419E-02,.00,.00,.00,.293E-04,.00,.293E-04
305,10,31,1992,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,79.8,2.08,.824E-02,.00,.00,.00,.310E-04,.00,.310E-04
305,10,31,1992,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,2.71,.554E-02,.00,.00,.00,.310E-04,.00,.310E-04
305,10,31,1992,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.7,2.00,.246E-02,.00,.00,.00,.310E-04,.00,.310E-04
305,10,31,1992,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.1,1.75,.406E-02,.00,.00,.00,.310E-04,.00,.310E-04
305,10,31,1992,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,168.,3.42,.653E-02,.00,.00,.00,.310E-04,.00,.310E-04
305,10,31,1992,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,129.,2.84,.598E-02,.00,.00,.00,.310E-04,.00,.310E-04
305,10,31,1992,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.108E-06,.540E-07,.540E-07,.00,.540E-07,.00,.00,.00,237.,4.23,.234E-02,.00,.00,.00,.310E-04,.00,.310E-04
305,10,31,1992,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,60.8,1.70,.279E-02,.00,.00,.00,.304E-04,.00,.304E-04
305,10,31,1992,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.311E-06,.156E-06,.156E-06,.00,.156E-06,.00,.00,.00,345.,5.45,.391E-02,.00,.00,.00,.308E-04,.00,.308E-04
305,10,31,1992,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.267E-06,.134E-06,.134E-06,.00,.134E-06,.00,.00,.00,331.,5.28,.234E-02,.00,.00,.00,.308E-04,.00,.308E-04
305,10,31,1992,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.161E-06,.806E-07,.806E-07,.00,.806E-07,.00,.00,.00,253.,4.41,.150E-02,.00,.00,.00,.309E-04,.00,.309E-04
305,10,31,1992,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.779E-07,.389E-07,.389E-07,.00,.389E-07,.00,.00,.00,176.,3.48,.448E-02,.00,.00,.00,.307E-04,.00,.307E-04
305,10,31,1992,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,66.8,1.81,.419E-02,.00,.00,.00,.303E-04,.00,.303E-04
335,11,30,1992,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,79.8,2.08,.824E-02,.00,.00,.00,.300E-04,.00,.300E-04
335,11,30,1992,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,118.,2.71,.554E-02,.00,.00,.00,.300E-04,.00,.300E-04
335,11,30,1992,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.7,2.00,.246E-02,.00,.00,.00,.300E-04,.00,.300E-04
335,11,30,1992,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.1,1.75,.406E-02,.00,.00,.00,.300E-04,.00,.300E-04
335,11,30,1992,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.637E-07,.318E-07,.318E-07,.00,.318E-07,.00,.00,.00,168.,3.42,.653E-02,.00,.00,.00,.300E-04,.00,.300E-04
335,11,30,1992,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,129.,2.84,.598E-02,.00,.00,.00,.300E-04,.00,.300E-04
335,11,30,1992,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.104E-06,.522E-07,.522E-07,.00,.522E-07,.00,.00,.00,237.,4.23,.234E-02,.00,.00,.00,.300E-04,.00,.300E-04
335,11,30,1992,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.227E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,60.8,1.70,.279E-02,.00,.00,.00,.294E-04,.00,.294E-04
335,11,30,1992,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.301E-06,.151E-06,.151E-06,.00,.151E-06,.00,.00,.00,345.,5.45,.391E-02,.00,.00,.00,.298E-04,.00,.298E-04
335,11,30,1992,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.258E-06,.129E-06,.129E-06,.00,.129E-06,.00,.00,.00,331.,5.28,.234E-02,.00,.00,.00,.298E-04,.00,.298E-04
335,11,30,1992,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.156E-06,.780E-07,.780E-07,.00,.780E-07,.00,.00,.00,253.,4.41,.150E-02,.00,.00,.00,.299E-04,.00,.299E-04
335,11,30,1992,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,176.,3.48,.448E-02,.00,.00,.00,.297E-04,.00,.297E-04
335,11,30,1992,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,66.8,1.81,.419E-02,.00,.00,.00,.293E-04,.00,.293E-04
366,12,31,1992,1,1,cha01           ,.153,.00,.153,4.91,.560E+04,.135E+05,.280E+04,.00,.671E-08,.101E+05,519.,.00,79.8,2.08,.824E-02,.105E-01,.184E-01,.00,.425,.00,.425
366,12,31,1992,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,2.71,.554E-02,.00,.00,.00,.310E-04,.00,.310E-04
366,12,31,1992,3,3,cha03           ,2.14,.00,2.14,68.4,.233E+06,.145E+06,.117E+06,.00,.128E-07,.198E+05,461.,.815E+04,76.7,2.00,.246E-02,.465E-01,.372E-01,1.43,6.33,.00,6.33
366,12,31,1992,4,4,cha04           ,.959,.00,.959,30.7,.746E+05,.509E+05,.373E+05,.00,.115E-07,.989E+04,264.,.339E+04,61.1,1.75,.406E-02,.517E-01,.431E-01,.852,4.15,.00,4.15
366,12,31,1992,5,5,cha05           ,.919,.00,.919,29.4,.560E+04,.501E+05,.280E+04,.00,238.,.458E+05,.156E+04,.00,168.,3.42,.653E-02,.279E-01,.420E-01,.00,.733,.00,.733
366,12,31,1992,6,6,cha06           ,.966,.00,.966,30.9,.289E+05,.110E+06,.144E+05,.00,.746E-08,.929E+05,.256E+04,.00,129.,2.84,.598E-02,.288E-01,.322E-01,.00,1.20,.00,1.20
366,12,31,1992,7,7,cha07           ,2.33,.00,2.33,74.4,.432E+05,.381E+05,.216E+05,.00,259.,.159E+05,528.,.00,237.,4.23,.234E-02,.118E-01,.196E-01,.00,1.05,.00,1.05
366,12,31,1992,8,8,cha08           ,.251,.00,.251,8.04,.234E-07,588.,.117E-07,.00,.605E-08,504.,84.2,.00,60.8,1.70,.279E-02,.202E-02,.108E-01,.00,1.09,.00,1.09
366,12,31,1992,9,9,cha09           ,6.70,.00,6.70,214.,.356E+06,.201E+06,.178E+06,.00,263.,.220E+05,443.,.00,345.,5.45,.391E-02,.473E-01,.540E-01,.00,1.61,.00,1.61
366,12,31,1992,10,10,cha10           ,6.54,.00,6.54,209.,.356E+06,.202E+06,.178E+06,.00,263.,.236E+05,534.,.00,331.,5.28,.234E-02,.255E-01,.324E-01,.00,1.69,.00,1.69
366,12,31,1992,11,11,cha11           ,2.59,.00,2.59,83.0,.437E+05,.250E+05,.219E+05,.00,259.,.308E+04,119.,.00,253.,4.41,.150E-02,.587E-02,.116E-01,.00,1.05,.00,1.05
366,12,31,1992,12,12,cha12           ,3.86,.00,3.86,124.,.308E+06,.540E+06,.154E+06,.00,.201E-07,.378E+06,.819E+04,.00,176.,3.48,.448E-02,.713E-01,.699E-01,.00,2.86,.00,2.86
366,12,31,1992,13,13,cha13           ,.118,.00,.118,3.79,.234E-07,799.,.117E-07,.00,.791E-08,679.,121.,.00,66.8,1.81,.419E-02,.126E-02,.741E-02,.00,.441,.00,.441
31,1,31,1993,1,1,cha01           ,.939,.00,.939,30.1,.790E+05,.115E+06,.395E+05,.00,.373E-08,.735E+05,.215E+04,.00,79.9,2.10,.824E-02,.760E-01,.760E-01,.00,2.60,.00,2.60
31,1,31,1993,2,2,cha02           ,.494,.00,.494,15.8,.287E+04,.316E+05,.143E+04,.00,.485E-08,.288E+05,.139E+04,.00,118.,2.71,.554E-02,.132E-01,.249E-01,.00,.713,.00,.713
31,1,31,1993,3,3,cha03           ,.149,.00,.149,4.77,.821E+04,.557E+04,.411E+04,.00,.132E-07,.141E+04,49.7,.00,76.7,2.02,.246E-02,.332E-02,.399E-02,.00,.441,.00,.441
31,1,31,1993,4,4,cha04           ,1.32,.00,1.32,42.1,.150E+06,.918E+05,.752E+05,.00,.110E+04,.121E+05,326.,.415E+04,61.1,1.78,.405E-02,.631E-01,.527E-01,1.04,5.69,.00,5.69
31,1,31,1993,5,5,cha05           ,9.69,.00,9.69,310.,.819E+05,.601E+06,.409E+05,.00,.00,.548E+06,.113E+05,.00,169.,3.48,.653E-02,.334,.299,.00,7.73,.00,7.73
31,1,31,1993,6,6,cha06           ,3.42,.00,3.42,109.,.208E+06,.464E+06,.104E+06,.00,.597E-08,.330E+06,.705E+04,.228E+05,129.,2.88,.598E-02,.102,.884E-01,1.67,4.25,.00,4.25
31,1,31,1993,7,7,cha07           ,13.7,.00,13.7,438.,.313E+06,.301E+06,.156E+06,.00,.00,.142E+06,.333E+04,.00,237.,4.25,.234E-02,.105,.123,.00,6.18,.00,6.18
31,1,31,1993,8,8,cha08           ,4.59,.00,4.59,147.,173.,.574E+05,86.6,.00,.00,.555E+05,.180E+04,.00,60.8,1.73,.279E-02,.222,.227,.00,20.0,.00,20.0
31,1,31,1993,9,9,cha09           ,35.7,.00,35.7,.114E+04,.492E+06,.397E+06,.246E+06,.00,.00,.149E+06,.239E+04,.00,346.,5.52,.389E-02,.321,.289,.00,8.60,.00,8.60
31,1,31,1993,10,10,cha10           ,34.3,.00,34.3,.110E+04,.492E+06,.434E+06,.246E+06,.00,.00,.185E+06,.329E+04,.00,331.,5.32,.233E-02,.200,.199,.00,8.85,.00,8.85
31,1,31,1993,11,11,cha11           ,18.3,.00,18.3,586.,.314E+06,.198E+06,.157E+06,.00,.00,.393E+05,.101E+04,.00,253.,4.42,.149E-02,.750E-01,.990E-01,.00,7.41,.00,7.41
31,1,31,1993,12,12,cha12           ,15.7,.00,15.7,501.,.159E+06,.187E+07,.796E+05,.00,.00,.176E+07,.354E+05,.00,176.,3.55,.448E-02,.331,.297,.00,11.6,.00,11.6
31,1,31,1993,13,13,cha13           ,1.32,.00,1.32,42.2,.234E-07,.379E+05,.117E-07,.00,.00,.364E+05,.144E+04,.00,66.8,1.81,.419E-02,.677E-01,.883E-01,.00,4.91,.00,4.91
59,2,28,1993,1,1,cha01           ,1.01,.00,1.01,32.4,.511E+05,.104E+06,.255E+05,.00,.335E-08,.765E+05,.208E+04,.00,79.9,2.12,.824E-02,.875E-01,.803E-01,.00,2.53,.00,2.53
59,2,28,1993,2,2,cha02           ,.490,.00,.490,15.7,.219E+05,.472E+05,.109E+05,.00,.101E-07,.355E+05,771.,.00,118.,2.72,.554E-02,.180E-01,.152E-01,.00,.639,.00,.639
59,2,28,1993,3,3,cha03           ,1.09,.00,1.09,34.9,.447E+05,.344E+05,.224E+05,.00,60.1,.117E+05,303.,.00,76.7,2.02,.246E-02,.305E-01,.268E-01,.00,2.92,.00,2.92
59,2,28,1993,4,4,cha04           ,.698,.00,.698,22.3,.370E+05,.260E+05,.185E+05,.00,.106E-07,.734E+04,204.,.00,61.1,1.79,.405E-02,.424E-01,.362E-01,.00,2.73,.00,2.73
59,2,28,1993,5,5,cha05           ,11.5,.00,11.5,368.,.730E+05,.617E+06,.365E+05,.00,.00,.568E+06,.118E+05,.00,169.,3.58,.652E-02,.384,.336,.00,8.27,.00,8.27
59,2,28,1993,6,6,cha06           ,2.25,.00,2.25,72.1,.144E+06,.313E+06,.720E+05,.00,159.,.236E+06,.533E+04,.00,129.,2.89,.598E-02,.808E-01,.732E-01,.00,2.53,.00,2.53
59,2,28,1993,7,7,cha07           ,14.0,.00,14.0,448.,.223E+06,.241E+06,.111E+06,.00,.00,.126E+06,.302E+04,.00,237.,4.28,.234E-02,.103,.123,.00,5.72,.00,5.72
59,2,28,1993,8,8,cha08           ,11.4,.00,11.4,363.,.350E+04,.125E+06,.175E+04,.00,.00,.108E+06,.326E+04,.117E+05,60.9,1.84,.278E-02,.477,.429,3.14,44.7,.00,44.7
59,2,28,1993,9,9,cha09           ,75.5,.00,75.5,.242E+04,.327E+06,.708E+06,.164E+06,.00,.00,.246E+06,.375E+04,.294E+06,346.,5.65,.386E-02,.587,.489,4.54,16.4,.00,16.4
59,2,28,1993,10,10,cha10           ,65.1,.00,65.1,.208E+04,.323E+06,.721E+06,.162E+06,.00,.00,.284E+06,.464E+04,.270E+06,331.,5.40,.232E-02,.341,.306,4.52,15.2,.00,15.2
59,2,28,1993,11,11,cha11           ,25.4,.00,25.4,812.,.227E+06,.169E+06,.113E+06,.00,.00,.545E+05,.123E+04,.00,253.,4.45,.149E-02,.115,.133,.00,9.28,.00,9.28
59,2,28,1993,12,12,cha12           ,39.6,.00,39.6,.127E+04,.941E+05,.336E+07,.471E+05,.00,.00,.312E+07,.602E+05,.135E+06,176.,3.71,.448E-02,.651,.537,6.22,26.5,.00,26.5
59,2,28,1993,13,13,cha13           ,10.4,.00,10.4,332.,.399E+04,.240E+06,.199E+04,.00,.00,.217E+06,.590E+04,.149E+05,66.8,1.87,.419E-02,.446,.386,3.51,34.9,.00,34.9
90,3,31,1993,1,1,cha01           ,2.51,.00,2.51,80.4,.445E+06,.375E+06,.223E+06,.00,.820E-08,.140E+06,.337E+04,.906E+04,79.9,2.14,.824E-02,.144,.117,1.43,6.96,.00,6.96
90,3,31,1993,2,2,cha02           ,4.02,.00,4.02,129.,.358E+06,.453E+06,.179E+06,.00,.971E-08,.247E+06,.502E+04,.217E+05,118.,2.73,.554E-02,.113,.892E-01,1.81,5.80,.00,5.80
90,3,31,1993,3,3,cha03           ,.851E-01,.00,.851E-01,2.72,.998E+04,.581E+04,.499E+04,.00,.132E-07,789.,35.0,.00,76.7,2.02,.246E-02,.186E-02,.279E-02,.00,.252,.00,.252
90,3,31,1993,4,4,cha04           ,.449,.00,.449,14.4,.406E+05,.261E+05,.203E+05,.00,.133E-07,.562E+04,153.,.00,61.1,1.80,.405E-02,.294E-01,.243E-01,.00,1.94,.00,1.94
90,3,31,1993,5,5,cha05           ,13.2,.00,13.2,423.,.804E+06,.109E+07,.402E+06,.00,.00,.625E+06,.134E+05,.542E+05,169.,3.70,.652E-02,.381,.334,2.33,10.5,.00,10.5
90,3,31,1993,6,6,cha06           ,5.35,.00,5.35,171.,.560E+06,.716E+06,.280E+06,.00,.108E-07,.397E+06,.766E+04,.316E+05,129.,2.91,.598E-02,.123,.944E-01,2.27,6.66,.00,6.66
90,3,31,1993,7,7,cha07           ,18.6,.00,18.6,594.,.136E+07,.965E+06,.682E+06,.00,.00,.156E+06,.347E+04,.123E+06,237.,4.31,.233E-02,.115,.126,3.25,8.40,.00,8.40
90,3,31,1993,8,8,cha08           ,4.61,.00,4.61,148.,311.,.479E+05,156.,.00,.00,.460E+05,.166E+04,.00,61.0,1.93,.277E-02,.184,.188,.00,20.1,.00,20.1
90,3,31,1993,9,9,cha09           ,45.0,.00,45.0,.144E+04,.142E+07,.117E+07,.708E+06,.00,.00,.177E+06,.291E+04,.278E+06,346.,5.79,.383E-02,.380,.334,3.72,10.8,.00,10.8
90,3,31,1993,10,10,cha10           ,38.5,.00,38.5,.123E+04,.142E+07,.115E+07,.708E+06,.00,.00,.189E+06,.343E+04,.245E+06,331.,5.48,.231E-02,.205,.201,3.62,9.95,.00,9.95
90,3,31,1993,11,11,cha11           ,23.2,.00,23.2,742.,.136E+07,.867E+06,.682E+06,.00,174.,.439E+05,.106E+04,.140E+06,253.,4.48,.149E-02,.837E-01,.102,3.32,9.38,.00,9.38
90,3,31,1993,12,12,cha12           ,15.3,.00,15.3,490.,.517E+05,.177E+07,.259E+05,.00,.00,.171E+07,.373E+05,.00,176.,3.84,.448E-02,.321,.289,.00,11.3,.00,11.3
90,3,31,1993,13,13,cha13           ,6.52,.00,6.52,209.,459.,.190E+06,230.,.00,.00,.184E+06,.551E+04,.00,67.0,2.01,.418E-02,.342,.305,.00,24.3,.00,24.3
120,4,30,1993,1,1,cha01           ,.667,.00,.667,21.4,.504E+05,.803E+05,.252E+05,.00,.969E-08,.539E+05,.130E+04,.00,79.9,2.18,.824E-02,.575E-01,.455E-01,.00,1.79,.00,1.79
120,4,30,1993,2,2,cha02           ,3.90,.00,3.90,125.,.216E+06,.352E+06,.108E+06,.00,.105E-07,.216E+06,.435E+04,.231E+05,118.,2.77,.554E-02,.102,.789E-01,1.97,5.44,.00,5.44
120,4,30,1993,3,3,cha03           ,.568E-01,.00,.568E-01,1.82,.277E+04,.177E+04,.138E+04,.00,995.,365.,23.8,.00,76.7,2.03,.246E-02,.888E-03,.196E-02,.00,.163,.00,.163
120,4,30,1993,4,4,cha04           ,.185E-01,.00,.185E-01,.591,.164E+04,900.,818.,.00,735.,73.4,8.87,.00,61.1,1.80,.405E-02,.396E-03,.145E-02,.00,.774E-01,.00,.774E-01
120,4,30,1993,5,5,cha05           ,5.35,.00,5.35,171.,.267E+06,.388E+06,.133E+06,.00,.116E-07,.201E+06,.465E+04,.488E+05,169.,3.78,.652E-02,.127,.117,2.14,4.13,.00,4.13
120,4,30,1993,6,6,cha06           ,.152E-02,.00,.153E-02,.486E-01,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,129.,2.94,.598E-02,.00,.00,.00,.183E-02,.00,.184E-02
120,4,30,1993,7,7,cha07           ,5.35,.00,5.35,171.,.267E+06,.184E+06,.133E+06,.00,67.0,.499E+05,968.,.00,237.,4.34,.233E-02,.381E-01,.362E-01,.00,2.34,.00,2.34
120,4,30,1993,8,8,cha08           ,1.73,.00,1.73,55.4,.227E-07,.135E+05,.113E-07,.00,.00,.128E+05,711.,.00,61.1,1.97,.277E-02,.528E-01,.814E-01,.00,7.30,.00,7.30
120,4,30,1993,9,9,cha09           ,16.6,.00,16.6,530.,.271E+06,.201E+06,.135E+06,.00,.00,.645E+05,.131E+04,.00,346.,5.87,.381E-02,.143,.154,.00,3.86,.00,3.86
120,4,30,1993,10,10,cha10           ,13.0,.00,13.0,415.,.271E+06,.182E+06,.135E+06,.00,41.4,.457E+05,.127E+04,.00,331.,5.52,.231E-02,.511E-01,.763E-01,.00,3.24,.00,3.24
120,4,30,1993,11,11,cha11           ,7.08,.00,7.08,227.,.267E+06,.146E+06,.133E+06,.00,115.,.127E+05,304.,.00,253.,4.49,.148E-02,.251E-01,.302E-01,.00,2.77,.00,2.77
120,4,30,1993,12,12,cha12           ,5.87,.00,5.87,188.,.440E+04,.721E+06,.220E+04,.00,.00,.700E+06,.190E+05,.00,176.,3.91,.448E-02,.136,.149,.00,4.20,.00,4.21
120,4,30,1993,13,13,cha13           ,3.62,.00,3.62,116.,60.4,.109E+06,30.2,.00,.00,.105E+06,.363E+04,.00,67.0,2.09,.418E-02,.201,.199,.00,13.1,.00,13.1
151,5,31,1993,1,1,cha01           ,.357E-04,.00,.363E-04,.114E-02,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,79.9,2.19,.824E-02,.00,.00,.00,.988E-04,.00,.100E-03
151,5,31,1993,2,2,cha02           ,.449E-04,.00,.457E-04,.144E-02,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,2.79,.554E-02,.00,.00,.00,.648E-04,.00,.659E-04
151,5,31,1993,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.7,2.03,.246E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1993,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.1,1.80,.405E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1993,5,5,cha05           ,.287E-03,.00,.288E-03,.917E-02,.649E-07,.325E-07,.325E-07,.00,.325E-07,.00,.00,.00,169.,3.79,.652E-02,.00,.00,.00,.229E-03,.00,.230E-03
151,5,31,1993,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,129.,2.94,.598E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1993,7,7,cha07           ,.318E-03,.00,.322E-03,.102E-01,.106E-06,.529E-07,.529E-07,.00,.529E-07,.00,.00,.00,237.,4.34,.233E-02,.00,.00,.00,.144E-03,.00,.145E-03
151,5,31,1993,8,8,cha08           ,.928E-01,.00,.929E-01,2.97,.234E-07,67.0,.117E-07,.00,.945E-08,39.0,28.0,.00,61.1,1.97,.277E-02,.155E-03,.309E-02,.00,.405,.00,.405
151,5,31,1993,9,9,cha09           ,1.49,.00,1.49,47.6,.302E-06,.275E+04,.151E-06,.00,.675E-07,.260E+04,150.,.00,346.,5.89,.381E-02,.560E-02,.170E-01,.00,.358,.00,.358
151,5,31,1993,10,10,cha10           ,.481,.00,.481,15.4,.260E-06,33.0,.130E-06,.00,.105E-06,.00,33.0,.00,331.,5.52,.231E-02,.00,.192E-02,.00,.124,.00,.124
151,5,31,1993,11,11,cha11           ,.932E-01,.00,.933E-01,2.98,.157E-06,.785E-07,.785E-07,.00,.785E-07,.00,.00,.00,253.,4.50,.148E-02,.00,.00,.00,.377E-01,.00,.377E-01
151,5,31,1993,12,12,cha12           ,.387,.00,.387,12.4,.779E-07,.231E+05,.389E-07,.00,.276E-07,.218E+05,.137E+04,.00,177.,3.93,.448E-02,.410E-02,.104E-01,.00,.287,.00,.287
151,5,31,1993,13,13,cha13           ,1.01,.00,1.01,32.2,.234E-07,.285E+05,.117E-07,.00,.339E-08,.272E+05,.124E+04,.00,67.1,2.13,.418E-02,.504E-01,.646E-01,.00,3.75,.00,3.75
181,6,30,1993,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,79.9,2.19,.824E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1993,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,118.,2.79,.554E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1993,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.7,2.03,.246E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1993,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.1,1.80,.405E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1993,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.637E-07,.318E-07,.318E-07,.00,.318E-07,.00,.00,.00,169.,3.79,.652E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1993,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,129.,2.94,.598E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1993,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.104E-06,.522E-07,.522E-07,.00,.522E-07,.00,.00,.00,237.,4.34,.233E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1993,8,8,cha08           ,.838E-05,.00,.865E-05,.268E-03,.227E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,61.1,1.97,.277E-02,.00,.00,.00,.353E-04,.00,.365E-04
181,6,30,1993,9,9,cha09           ,.576E-03,.00,.578E-03,.184E-01,.297E-06,.149E-06,.149E-06,.00,.149E-06,.00,.00,.00,346.,5.89,.381E-02,.00,.00,.00,.134E-03,.00,.135E-03
181,6,30,1993,10,10,cha10           ,.130E-03,.00,.130E-03,.415E-02,.257E-06,.128E-06,.128E-06,.00,.128E-06,.00,.00,.00,331.,5.52,.231E-02,.00,.00,.00,.324E-04,.00,.326E-04
181,6,30,1993,11,11,cha11           ,.781E-04,.00,.783E-04,.250E-02,.156E-06,.779E-07,.779E-07,.00,.779E-07,.00,.00,.00,253.,4.50,.148E-02,.00,.00,.00,.306E-04,.00,.307E-04
181,6,30,1993,12,12,cha12           ,.490E-04,.00,.497E-04,.157E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,177.,3.93,.448E-02,.00,.00,.00,.351E-04,.00,.356E-04
181,6,30,1993,13,13,cha13           ,.443E-03,.00,.445E-03,.142E-01,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,67.1,2.13,.418E-02,.00,.00,.00,.160E-02,.00,.160E-02
212,7,31,1993,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,79.9,2.19,.824E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1993,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,2.79,.554E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1993,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.7,2.03,.246E-02,.00,.00,.00,.310E-04,.00,.310E-04
