Jday,Day,Month,Year,HRUID,GIS_ID,HRU,Area(km2),lateral_flow(m3),surface_runoff(m3),ET(m3)
253,9,10,1998,12,12,hru12           ,132.,.00,.131,.378
253,9,10,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
254,9,11,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
254,9,11,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
254,9,11,1998,3,3,hru03           ,968.,.00,.968,.00
254,9,11,1998,4,4,hru04           ,905.,.00,.905,.00
254,9,11,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
254,9,11,1998,6,6,hru06           ,536.,.00,.535,1.63
254,9,11,1998,7,7,hru07           ,619.,.00,.619,.00
254,9,11,1998,8,8,hru08           ,615.,.00,.603,1.87
254,9,11,1998,9,9,hru09           ,719.,.00,.703,2.19
254,9,11,1998,10,10,hru10           ,414.,.00,.414,1.18
254,9,11,1998,11,11,hru11           ,79.8,.00,.769E-01,.228
254,9,11,1998,12,12,hru12           ,132.,.00,.131,.378
254,9,11,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
255,9,12,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
255,9,12,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
255,9,12,1998,3,3,hru03           ,968.,.00,.968,.00
255,9,12,1998,4,4,hru04           ,905.,.00,.905,.00
255,9,12,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
255,9,12,1998,6,6,hru06           ,536.,.00,.535,1.63
255,9,12,1998,7,7,hru07           ,619.,.00,.619,.00
255,9,12,1998,8,8,hru08           ,615.,.00,.603,1.87
255,9,12,1998,9,9,hru09           ,719.,.00,.703,.114E+07
255,9,12,1998,10,10,hru10           ,414.,.00,.414,1.18
255,9,12,1998,11,11,hru11           ,79.8,.00,.769E-01,.228
255,9,12,1998,12,12,hru12           ,132.,.00,.131,.378
255,9,12,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
256,9,13,1998,1,1,hru01           ,.186E+04,.00,1.85,.493E+07
256,9,13,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
256,9,13,1998,3,3,hru03           ,968.,.00,.968,.272E+07
256,9,13,1998,4,4,hru04           ,905.,.00,.905,.00
256,9,13,1998,5,5,hru05           ,.209E+04,.00,2.05,.344E+07
256,9,13,1998,6,6,hru06           ,536.,.00,.535,1.63
256,9,13,1998,7,7,hru07           ,619.,.00,.619,.00
256,9,13,1998,8,8,hru08           ,615.,.00,.603,.101E+07
256,9,13,1998,9,9,hru09           ,719.,.00,.703,.129E+07
256,9,13,1998,10,10,hru10           ,414.,.00,.414,1.18
256,9,13,1998,11,11,hru11           ,79.8,.00,.769E-01,.228
256,9,13,1998,12,12,hru12           ,132.,.00,.131,.378
256,9,13,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
257,9,14,1998,1,1,hru01           ,.186E+04,.00,1.85,.524E+07
257,9,14,1998,2,2,hru02           ,.215E+04,.00,2.15,.718E+07
257,9,14,1998,3,3,hru03           ,968.,.00,.968,.00
257,9,14,1998,4,4,hru04           ,905.,.00,.905,.314E+07
257,9,14,1998,5,5,hru05           ,.209E+04,.00,2.05,.207E+07
257,9,14,1998,6,6,hru06           ,536.,.00,.535,1.63
257,9,14,1998,7,7,hru07           ,619.,.00,.619,.193E+07
257,9,14,1998,8,8,hru08           ,615.,.00,.603,.609E+06
257,9,14,1998,9,9,hru09           ,719.,.00,.703,.373E+06
257,9,14,1998,10,10,hru10           ,414.,.00,.414,.00
257,9,14,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
257,9,14,1998,12,12,hru12           ,132.,.00,.131,.00
257,9,14,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
258,9,15,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
258,9,15,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
258,9,15,1998,3,3,hru03           ,968.,.00,.968,.00
258,9,15,1998,4,4,hru04           ,905.,.00,.905,.00
258,9,15,1998,5,5,hru05           ,.209E+04,.00,2.05,.107E+07
258,9,15,1998,6,6,hru06           ,536.,.00,.535,1.63
258,9,15,1998,7,7,hru07           ,619.,.00,.619,.00
258,9,15,1998,8,8,hru08           ,615.,.00,.603,.313E+06
258,9,15,1998,9,9,hru09           ,719.,.00,.703,.187E+06
258,9,15,1998,10,10,hru10           ,414.,.00,.414,.00
258,9,15,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
258,9,15,1998,12,12,hru12           ,132.,.00,.131,.00
258,9,15,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
259,9,16,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
259,9,16,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
259,9,16,1998,3,3,hru03           ,968.,.00,.968,.00
259,9,16,1998,4,4,hru04           ,905.,.00,.905,.00
259,9,16,1998,5,5,hru05           ,.209E+04,.00,2.05,.401E+06
259,9,16,1998,6,6,hru06           ,536.,.00,.535,1.63
259,9,16,1998,7,7,hru07           ,619.,.00,.619,.00
259,9,16,1998,8,8,hru08           ,615.,.00,.603,.118E+06
259,9,16,1998,9,9,hru09           ,719.,.00,.703,2.19
259,9,16,1998,10,10,hru10           ,414.,.00,.414,.00
259,9,16,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
259,9,16,1998,12,12,hru12           ,132.,.00,.131,.00
259,9,16,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
260,9,17,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
260,9,17,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
260,9,17,1998,3,3,hru03           ,968.,.00,.968,.00
260,9,17,1998,4,4,hru04           ,905.,.00,.905,.00
260,9,17,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
260,9,17,1998,6,6,hru06           ,536.,.00,.535,1.63
260,9,17,1998,7,7,hru07           ,619.,.00,.619,.00
260,9,17,1998,8,8,hru08           ,615.,.00,.603,1.87
260,9,17,1998,9,9,hru09           ,719.,.00,.703,2.19
260,9,17,1998,10,10,hru10           ,414.,.00,.414,.00
260,9,17,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
260,9,17,1998,12,12,hru12           ,132.,.00,.131,.00
260,9,17,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
261,9,18,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
261,9,18,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
261,9,18,1998,3,3,hru03           ,968.,.00,.968,.00
261,9,18,1998,4,4,hru04           ,905.,.00,.905,.00
261,9,18,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
261,9,18,1998,6,6,hru06           ,536.,.00,.535,1.63
261,9,18,1998,7,7,hru07           ,619.,.00,.619,.00
261,9,18,1998,8,8,hru08           ,615.,.00,.603,1.87
261,9,18,1998,9,9,hru09           ,719.,.00,.703,2.19
261,9,18,1998,10,10,hru10           ,414.,.00,.414,.00
261,9,18,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
261,9,18,1998,12,12,hru12           ,132.,.00,.131,.00
261,9,18,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
262,9,19,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
262,9,19,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
262,9,19,1998,3,3,hru03           ,968.,.00,.968,.00
262,9,19,1998,4,4,hru04           ,905.,.00,.905,.00
262,9,19,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
262,9,19,1998,6,6,hru06           ,536.,.00,.535,1.63
262,9,19,1998,7,7,hru07           ,619.,.00,.619,.00
262,9,19,1998,8,8,hru08           ,615.,.00,.603,1.87
262,9,19,1998,9,9,hru09           ,719.,.00,.703,2.19
262,9,19,1998,10,10,hru10           ,414.,.00,.414,.00
262,9,19,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
262,9,19,1998,12,12,hru12           ,132.,.00,.131,.00
262,9,19,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
263,9,20,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
263,9,20,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
263,9,20,1998,3,3,hru03           ,968.,.00,.968,.00
263,9,20,1998,4,4,hru04           ,905.,.00,.905,.00
263,9,20,1998,5,5,hru05           ,.209E+04,.00,2.05,.278E+07
263,9,20,1998,6,6,hru06           ,536.,.00,.535,1.63
263,9,20,1998,7,7,hru07           ,619.,.00,.619,.00
263,9,20,1998,8,8,hru08           ,615.,.00,.603,.816E+06
263,9,20,1998,9,9,hru09           ,719.,.00,.703,.118E+07
263,9,20,1998,10,10,hru10           ,414.,.00,.414,.00
263,9,20,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
263,9,20,1998,12,12,hru12           ,132.,.00,.131,.00
263,9,20,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
264,9,21,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
264,9,21,1998,2,2,hru02           ,.215E+04,.00,2.15,.558E+07
264,9,21,1998,3,3,hru03           ,968.,.00,.968,.00
264,9,21,1998,4,4,hru04           ,905.,.00,.905,.241E+07
264,9,21,1998,5,5,hru05           ,.209E+04,.00,2.05,.110E+07
264,9,21,1998,6,6,hru06           ,536.,.00,.535,1.63
264,9,21,1998,7,7,hru07           ,619.,.00,.619,.193E+07
264,9,21,1998,8,8,hru08           ,615.,.00,.603,.322E+06
264,9,21,1998,9,9,hru09           ,719.,.00,.703,.895E+06
264,9,21,1998,10,10,hru10           ,414.,.00,.414,.00
264,9,21,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
264,9,21,1998,12,12,hru12           ,132.,.00,.131,.00
264,9,21,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
265,9,22,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
265,9,22,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
265,9,22,1998,3,3,hru03           ,968.,.00,.968,.00
265,9,22,1998,4,4,hru04           ,905.,.00,.905,.00
265,9,22,1998,5,5,hru05           ,.209E+04,.00,2.05,.122E+07
265,9,22,1998,6,6,hru06           ,536.,.00,.535,1.63
265,9,22,1998,7,7,hru07           ,619.,.00,.619,.00
265,9,22,1998,8,8,hru08           ,615.,.00,.603,.357E+06
265,9,22,1998,9,9,hru09           ,719.,.00,.703,.404E+06
265,9,22,1998,10,10,hru10           ,414.,.00,.414,.00
265,9,22,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
265,9,22,1998,12,12,hru12           ,132.,.00,.131,.00
265,9,22,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
266,9,23,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
266,9,23,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
266,9,23,1998,3,3,hru03           ,968.,.00,.968,.00
266,9,23,1998,4,4,hru04           ,905.,.00,.905,.00
266,9,23,1998,5,5,hru05           ,.209E+04,.00,2.05,.330E+06
266,9,23,1998,6,6,hru06           ,536.,.00,.535,1.63
266,9,23,1998,7,7,hru07           ,619.,.00,.619,.00
266,9,23,1998,8,8,hru08           ,615.,.00,.603,.966E+05
266,9,23,1998,9,9,hru09           ,719.,.00,.703,.146E+06
266,9,23,1998,10,10,hru10           ,414.,.00,.414,.00
266,9,23,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
266,9,23,1998,12,12,hru12           ,132.,.00,.131,.00
266,9,23,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
267,9,24,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
267,9,24,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
267,9,24,1998,3,3,hru03           ,968.,.00,.968,.00
267,9,24,1998,4,4,hru04           ,905.,.00,.905,.00
267,9,24,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
267,9,24,1998,6,6,hru06           ,536.,.00,.535,1.63
267,9,24,1998,7,7,hru07           ,619.,.00,.619,.00
267,9,24,1998,8,8,hru08           ,615.,.00,.603,1.76
267,9,24,1998,9,9,hru09           ,719.,.00,.703,2.19
267,9,24,1998,10,10,hru10           ,414.,.00,.414,.00
267,9,24,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
267,9,24,1998,12,12,hru12           ,132.,.00,.131,.00
267,9,24,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
268,9,25,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
268,9,25,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
268,9,25,1998,3,3,hru03           ,968.,.00,.968,.00
268,9,25,1998,4,4,hru04           ,905.,.00,.905,.00
268,9,25,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
268,9,25,1998,6,6,hru06           ,536.,.00,.535,1.53
268,9,25,1998,7,7,hru07           ,619.,.00,.619,.00
268,9,25,1998,8,8,hru08           ,615.,.00,.603,1.76
268,9,25,1998,9,9,hru09           ,719.,.00,.703,2.06
268,9,25,1998,10,10,hru10           ,414.,.00,.414,.00
268,9,25,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
268,9,25,1998,12,12,hru12           ,132.,.00,.131,.00
268,9,25,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
269,9,26,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
269,9,26,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
269,9,26,1998,3,3,hru03           ,968.,.00,.968,.00
269,9,26,1998,4,4,hru04           ,905.,.00,.905,.00
269,9,26,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
269,9,26,1998,6,6,hru06           ,536.,.00,.535,1.63
269,9,26,1998,7,7,hru07           ,619.,.00,.619,.00
269,9,26,1998,8,8,hru08           ,615.,.00,.603,1.76
269,9,26,1998,9,9,hru09           ,719.,.00,.703,2.19
269,9,26,1998,10,10,hru10           ,414.,.00,.414,.00
269,9,26,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
269,9,26,1998,12,12,hru12           ,132.,.00,.131,.00
269,9,26,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
270,9,27,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
270,9,27,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
270,9,27,1998,3,3,hru03           ,968.,.00,.968,.00
270,9,27,1998,4,4,hru04           ,905.,.00,.905,.00
270,9,27,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
270,9,27,1998,6,6,hru06           ,536.,.00,.535,1.63
270,9,27,1998,7,7,hru07           ,619.,.00,.619,.00
270,9,27,1998,8,8,hru08           ,615.,.00,.603,1.87
270,9,27,1998,9,9,hru09           ,719.,.00,.703,2.19
270,9,27,1998,10,10,hru10           ,414.,.00,.414,.00
270,9,27,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
270,9,27,1998,12,12,hru12           ,132.,.00,.131,.00
270,9,27,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
271,9,28,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
271,9,28,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
271,9,28,1998,3,3,hru03           ,968.,.00,.968,.343E+07
271,9,28,1998,4,4,hru04           ,905.,.00,.905,.00
271,9,28,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
271,9,28,1998,6,6,hru06           ,536.,.00,.535,1.53
271,9,28,1998,7,7,hru07           ,619.,.00,.619,.00
271,9,28,1998,8,8,hru08           ,615.,.00,.603,1.87
271,9,28,1998,9,9,hru09           ,719.,.00,.703,2.19
271,9,28,1998,10,10,hru10           ,414.,.00,.414,.00
271,9,28,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
271,9,28,1998,12,12,hru12           ,132.,.00,.131,.00
271,9,28,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
272,9,29,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
272,9,29,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
272,9,29,1998,3,3,hru03           ,968.,.00,.968,.00
272,9,29,1998,4,4,hru04           ,905.,.00,.905,.00
272,9,29,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
272,9,29,1998,6,6,hru06           ,536.,.00,.535,1.53
272,9,29,1998,7,7,hru07           ,619.,.00,.619,.00
272,9,29,1998,8,8,hru08           ,615.,.00,.603,1.76
272,9,29,1998,9,9,hru09           ,719.,.00,.703,2.06
272,9,29,1998,10,10,hru10           ,414.,.00,.414,.00
272,9,29,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
272,9,29,1998,12,12,hru12           ,132.,.00,.131,.00
272,9,29,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
273,9,30,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
273,9,30,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
273,9,30,1998,3,3,hru03           ,968.,.00,.968,.00
273,9,30,1998,4,4,hru04           ,905.,.00,.905,.00
273,9,30,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
273,9,30,1998,6,6,hru06           ,536.,.00,.535,1.63
273,9,30,1998,7,7,hru07           ,619.,.00,.619,.00
273,9,30,1998,8,8,hru08           ,615.,.00,.603,1.76
273,9,30,1998,9,9,hru09           ,719.,.00,.703,2.19
273,9,30,1998,10,10,hru10           ,414.,.00,.414,.00
273,9,30,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
273,9,30,1998,12,12,hru12           ,132.,.00,.131,.00
273,9,30,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
274,10,1,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
274,10,1,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
274,10,1,1998,3,3,hru03           ,968.,.00,.968,.00
274,10,1,1998,4,4,hru04           ,905.,.00,.905,.00
274,10,1,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
274,10,1,1998,6,6,hru06           ,536.,.00,.535,1.53
274,10,1,1998,7,7,hru07           ,619.,.00,.619,.00
274,10,1,1998,8,8,hru08           ,615.,.00,.603,1.76
274,10,1,1998,9,9,hru09           ,719.,.00,.703,2.06
274,10,1,1998,10,10,hru10           ,414.,.00,.414,.00
274,10,1,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
274,10,1,1998,12,12,hru12           ,132.,.00,.131,.00
274,10,1,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
275,10,2,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
275,10,2,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
275,10,2,1998,3,3,hru03           ,968.,.00,.968,.00
275,10,2,1998,4,4,hru04           ,905.,.00,.905,.00
275,10,2,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
275,10,2,1998,6,6,hru06           ,536.,.00,.535,1.53
275,10,2,1998,7,7,hru07           ,619.,.00,.619,.00
275,10,2,1998,8,8,hru08           ,615.,.00,.603,1.76
275,10,2,1998,9,9,hru09           ,719.,.00,.703,2.06
275,10,2,1998,10,10,hru10           ,414.,.00,.414,.00
275,10,2,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
275,10,2,1998,12,12,hru12           ,132.,.00,.131,.00
275,10,2,1998,13,13,hru13           ,35.1,.00,.349E-01,.100
276,10,3,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
276,10,3,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
276,10,3,1998,3,3,hru03           ,968.,.00,.968,.00
276,10,3,1998,4,4,hru04           ,905.,.00,.905,.00
276,10,3,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
276,10,3,1998,6,6,hru06           ,536.,.00,.535,1.53
276,10,3,1998,7,7,hru07           ,619.,.00,.619,.00
276,10,3,1998,8,8,hru08           ,615.,.00,.603,1.76
276,10,3,1998,9,9,hru09           ,719.,.00,.703,2.06
276,10,3,1998,10,10,hru10           ,414.,.00,.414,.00
276,10,3,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
276,10,3,1998,12,12,hru12           ,132.,.00,.131,.00
276,10,3,1998,13,13,hru13           ,35.1,.00,.349E-01,.100
277,10,4,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
277,10,4,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
277,10,4,1998,3,3,hru03           ,968.,.00,.968,.00
277,10,4,1998,4,4,hru04           ,905.,.00,.905,.00
277,10,4,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
277,10,4,1998,6,6,hru06           ,536.,.00,.535,1.63
277,10,4,1998,7,7,hru07           ,619.,.00,.619,.00
277,10,4,1998,8,8,hru08           ,615.,.00,.603,1.76
277,10,4,1998,9,9,hru09           ,719.,.00,.703,2.19
277,10,4,1998,10,10,hru10           ,414.,.00,.414,.00
277,10,4,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
277,10,4,1998,12,12,hru12           ,132.,.00,.131,.00
277,10,4,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
278,10,5,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
278,10,5,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
278,10,5,1998,3,3,hru03           ,968.,.00,.968,.00
278,10,5,1998,4,4,hru04           ,905.,.00,.905,.00
278,10,5,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
278,10,5,1998,6,6,hru06           ,536.,.00,.535,1.53
278,10,5,1998,7,7,hru07           ,619.,.00,.619,.00
278,10,5,1998,8,8,hru08           ,615.,.00,.603,1.76
278,10,5,1998,9,9,hru09           ,719.,.00,.703,2.06
278,10,5,1998,10,10,hru10           ,414.,.00,.414,.00
278,10,5,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
278,10,5,1998,12,12,hru12           ,132.,.00,.131,.00
278,10,5,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
279,10,6,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
279,10,6,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
279,10,6,1998,3,3,hru03           ,968.,.00,.968,.00
279,10,6,1998,4,4,hru04           ,905.,.00,.905,.00
279,10,6,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
279,10,6,1998,6,6,hru06           ,536.,.00,.535,1.53
279,10,6,1998,7,7,hru07           ,619.,.00,.619,.00
279,10,6,1998,8,8,hru08           ,615.,.00,.603,1.76
279,10,6,1998,9,9,hru09           ,719.,.00,.703,2.06
279,10,6,1998,10,10,hru10           ,414.,.00,.414,.00
279,10,6,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
279,10,6,1998,12,12,hru12           ,132.,.00,.131,.00
279,10,6,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
280,10,7,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
280,10,7,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
280,10,7,1998,3,3,hru03           ,968.,.00,.968,.00
280,10,7,1998,4,4,hru04           ,905.,.00,.905,.00
280,10,7,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
280,10,7,1998,6,6,hru06           ,536.,.00,.535,1.53
280,10,7,1998,7,7,hru07           ,619.,.00,.619,.00
280,10,7,1998,8,8,hru08           ,615.,.00,.603,1.76
280,10,7,1998,9,9,hru09           ,719.,.00,.703,2.06
280,10,7,1998,10,10,hru10           ,414.,.00,.414,.00
280,10,7,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
280,10,7,1998,12,12,hru12           ,132.,.00,.131,.00
280,10,7,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
281,10,8,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
281,10,8,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
281,10,8,1998,3,3,hru03           ,968.,.00,.968,.00
281,10,8,1998,4,4,hru04           ,905.,.00,.905,.00
281,10,8,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
281,10,8,1998,6,6,hru06           ,536.,.00,.535,1.53
281,10,8,1998,7,7,hru07           ,619.,.00,.619,.00
281,10,8,1998,8,8,hru08           ,615.,.00,.603,1.76
281,10,8,1998,9,9,hru09           ,719.,.00,.703,2.06
281,10,8,1998,10,10,hru10           ,414.,.00,.414,.00
281,10,8,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
281,10,8,1998,12,12,hru12           ,132.,.00,.131,.00
281,10,8,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
282,10,9,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
282,10,9,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
282,10,9,1998,3,3,hru03           ,968.,.00,.968,.00
282,10,9,1998,4,4,hru04           ,905.,.00,.905,.00
282,10,9,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
282,10,9,1998,6,6,hru06           ,536.,.00,.535,1.63
282,10,9,1998,7,7,hru07           ,619.,.00,.619,.00
282,10,9,1998,8,8,hru08           ,615.,.00,.603,1.87
282,10,9,1998,9,9,hru09           ,719.,.00,.703,2.19
282,10,9,1998,10,10,hru10           ,414.,.00,.414,.00
282,10,9,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
282,10,9,1998,12,12,hru12           ,132.,.00,.131,.00
282,10,9,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
283,10,10,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
283,10,10,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
283,10,10,1998,3,3,hru03           ,968.,.00,.968,.00
283,10,10,1998,4,4,hru04           ,905.,.00,.905,.00
283,10,10,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
283,10,10,1998,6,6,hru06           ,536.,.00,.535,1.63
283,10,10,1998,7,7,hru07           ,619.,.00,.619,.00
283,10,10,1998,8,8,hru08           ,615.,.00,.603,1.87
283,10,10,1998,9,9,hru09           ,719.,.00,.703,2.19
283,10,10,1998,10,10,hru10           ,414.,.00,.414,.00
283,10,10,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
283,10,10,1998,12,12,hru12           ,132.,.00,.131,.00
283,10,10,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
284,10,11,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
284,10,11,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
284,10,11,1998,3,3,hru03           ,968.,.00,.968,.00
284,10,11,1998,4,4,hru04           ,905.,.00,.905,.00
284,10,11,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
284,10,11,1998,6,6,hru06           ,536.,.00,.535,1.63
284,10,11,1998,7,7,hru07           ,619.,.00,.619,.00
284,10,11,1998,8,8,hru08           ,615.,.00,.603,1.87
284,10,11,1998,9,9,hru09           ,719.,.00,.703,2.19
284,10,11,1998,10,10,hru10           ,414.,.00,.414,.00
284,10,11,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
284,10,11,1998,12,12,hru12           ,132.,.00,.131,.00
284,10,11,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
285,10,12,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
285,10,12,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
285,10,12,1998,3,3,hru03           ,968.,.00,.968,.00
285,10,12,1998,4,4,hru04           ,905.,.00,.905,.00
285,10,12,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
285,10,12,1998,6,6,hru06           ,536.,.00,.535,1.53
285,10,12,1998,7,7,hru07           ,619.,.00,.619,.00
285,10,12,1998,8,8,hru08           ,615.,.00,.603,1.76
285,10,12,1998,9,9,hru09           ,719.,.00,.703,2.06
285,10,12,1998,10,10,hru10           ,414.,.00,.414,.00
285,10,12,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
285,10,12,1998,12,12,hru12           ,132.,.00,.131,.00
285,10,12,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
286,10,13,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
286,10,13,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
286,10,13,1998,3,3,hru03           ,968.,.00,.968,.00
