Jday,Day,Month,Year,HRUID,GIS_ID,HRU,Area(km2),lateral_flow(m3),surface_runoff(m3),ET(m3)
31,1,31,1992,13,13,hru13           ,35.1,230.,.349E-01,.107
32,2,1,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
32,2,1,1992,2,2,hru02           ,.215E+04,.804E+04,2.15,.166E+08
32,2,1,1992,3,3,hru03           ,968.,.110E+04,.968,.802E+06
32,2,1,1992,4,4,hru04           ,905.,20.6,.905,.00
32,2,1,1992,5,5,hru05           ,.209E+04,.130E+05,2.05,.738E+07
32,2,1,1992,6,6,hru06           ,536.,.488E+04,.535,.166E+07
32,2,1,1992,7,7,hru07           ,619.,501.,.619,.462E+07
32,2,1,1992,8,8,hru08           ,615.,.428E+04,.603,.217E+07
32,2,1,1992,9,9,hru09           ,719.,.210E+04,.703,.299E+07
32,2,1,1992,10,10,hru10           ,414.,.390E+04,.414,.131E+07
32,2,1,1992,11,11,hru11           ,79.8,13.0,.769E-01,.256E+06
32,2,1,1992,12,12,hru12           ,132.,117.,.131,.529E+06
32,2,1,1992,13,13,hru13           ,35.1,162.,.349E-01,.107
33,2,2,1992,1,1,hru01           ,.186E+04,.00,1.85,.133E+08
33,2,2,1992,2,2,hru02           ,.215E+04,.567E+04,2.15,.169E+08
33,2,2,1992,3,3,hru03           ,968.,773.,.100E+05,.691E+07
33,2,2,1992,4,4,hru04           ,905.,14.5,.905,.00
33,2,2,1992,5,5,hru05           ,.209E+04,.919E+04,2.05,.774E+07
33,2,2,1992,6,6,hru06           ,536.,.255E+05,.535,.170E+07
33,2,2,1992,7,7,hru07           ,619.,353.,.619,.460E+07
33,2,2,1992,8,8,hru08           ,615.,.302E+04,.603,.227E+07
33,2,2,1992,9,9,hru09           ,719.,.148E+04,.703,.526E+07
33,2,2,1992,10,10,hru10           ,414.,.275E+04,.414,.00
33,2,2,1992,11,11,hru11           ,79.8,9.19,.769E-01,.00
33,2,2,1992,12,12,hru12           ,132.,82.2,.131,.00
33,2,2,1992,13,13,hru13           ,35.1,114.,.349E-01,.255E+06
34,2,3,1992,1,1,hru01           ,.186E+04,.00,1.85,.122E+08
34,2,3,1992,2,2,hru02           ,.215E+04,.400E+04,2.15,.149E+08
34,2,3,1992,3,3,hru03           ,968.,545.,.968,.602E+07
34,2,3,1992,4,4,hru04           ,905.,10.2,.905,.641E+07
34,2,3,1992,5,5,hru05           ,.209E+04,.648E+04,2.05,.629E+07
34,2,3,1992,6,6,hru06           ,536.,.180E+05,.535,.131E+07
34,2,3,1992,7,7,hru07           ,619.,249.,.619,.438E+07
34,2,3,1992,8,8,hru08           ,615.,.213E+04,.603,.184E+07
34,2,3,1992,9,9,hru09           ,719.,.105E+04,.703,.460E+07
34,2,3,1992,10,10,hru10           ,414.,.194E+04,.414,.287E+07
34,2,3,1992,11,11,hru11           ,79.8,6.48,.769E-01,.554E+06
34,2,3,1992,12,12,hru12           ,132.,58.0,.131,.916E+06
34,2,3,1992,13,13,hru13           ,35.1,80.6,.349E-01,.215E+06
35,2,4,1992,1,1,hru01           ,.186E+04,.00,1.85,.687E+07
35,2,4,1992,2,2,hru02           ,.215E+04,.282E+04,2.15,.157E+08
35,2,4,1992,3,3,hru03           ,968.,384.,.968,.608E+07
35,2,4,1992,4,4,hru04           ,905.,7.23,.905,.662E+07
35,2,4,1992,5,5,hru05           ,.209E+04,.457E+04,2.05,.661E+07
35,2,4,1992,6,6,hru06           ,536.,.127E+05,.535,.138E+07
35,2,4,1992,7,7,hru07           ,619.,176.,.619,.360E+07
35,2,4,1992,8,8,hru08           ,615.,.150E+04,.603,.194E+07
35,2,4,1992,9,9,hru09           ,719.,737.,.703,.461E+07
35,2,4,1992,10,10,hru10           ,414.,.137E+04,.414,.293E+07
35,2,4,1992,11,11,hru11           ,79.8,4.57,.769E-01,.566E+06
35,2,4,1992,12,12,hru12           ,132.,40.9,.131,.937E+06
35,2,4,1992,13,13,hru13           ,35.1,56.8,.349E-01,.124E+06
36,2,5,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
36,2,5,1992,2,2,hru02           ,.215E+04,.199E+04,2.15,.711E+07
36,2,5,1992,3,3,hru03           ,968.,271.,.968,.616E+07
36,2,5,1992,4,4,hru04           ,905.,5.09,.905,.559E+06
36,2,5,1992,5,5,hru05           ,.209E+04,.322E+04,2.05,.690E+07
36,2,5,1992,6,6,hru06           ,536.,.895E+04,.535,.142E+07
36,2,5,1992,7,7,hru07           ,619.,124.,.619,.00
36,2,5,1992,8,8,hru08           ,615.,.106E+04,.603,.203E+07
36,2,5,1992,9,9,hru09           ,719.,520.,.703,.301E+07
36,2,5,1992,10,10,hru10           ,414.,964.,.414,.646E+06
36,2,5,1992,11,11,hru11           ,79.8,3.22,.769E-01,.124E+06
36,2,5,1992,12,12,hru12           ,132.,28.8,.131,.207E+06
36,2,5,1992,13,13,hru13           ,35.1,40.0,.349E-01,.107
37,2,6,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
37,2,6,1992,2,2,hru02           ,.215E+04,.140E+04,2.15,.00
37,2,6,1992,3,3,hru03           ,968.,191.,.968,.629E+07
37,2,6,1992,4,4,hru04           ,905.,3.59,.905,.00
37,2,6,1992,5,5,hru05           ,.209E+04,.227E+04,2.05,.687E+07
37,2,6,1992,6,6,hru06           ,536.,.631E+04,.535,.146E+07
37,2,6,1992,7,7,hru07           ,619.,87.3,.619,.00
37,2,6,1992,8,8,hru08           ,615.,746.,.603,.202E+07
37,2,6,1992,9,9,hru09           ,719.,366.,.703,2.19
37,2,6,1992,10,10,hru10           ,414.,679.,.414,.00
37,2,6,1992,11,11,hru11           ,79.8,2.27,.769E-01,.00
37,2,6,1992,12,12,hru12           ,132.,20.3,.131,.00
37,2,6,1992,13,13,hru13           ,35.1,28.2,.349E-01,.107
38,2,7,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
38,2,7,1992,2,2,hru02           ,.215E+04,988.,2.15,.00
38,2,7,1992,3,3,hru03           ,968.,135.,.968,.165E+07
38,2,7,1992,4,4,hru04           ,905.,2.53,.905,.00
38,2,7,1992,5,5,hru05           ,.209E+04,.160E+04,2.05,.746E+07
38,2,7,1992,6,6,hru06           ,536.,.445E+04,.535,.157E+07
38,2,7,1992,7,7,hru07           ,619.,61.5,.619,.00
38,2,7,1992,8,8,hru08           ,615.,526.,.603,.219E+07
38,2,7,1992,9,9,hru09           ,719.,258.,.703,2.19
38,2,7,1992,10,10,hru10           ,414.,479.,.414,.00
38,2,7,1992,11,11,hru11           ,79.8,1.60,.769E-01,.00
38,2,7,1992,12,12,hru12           ,132.,14.3,.131,.00
38,2,7,1992,13,13,hru13           ,35.1,19.9,.349E-01,.107
39,2,8,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
39,2,8,1992,2,2,hru02           ,.215E+04,696.,2.15,.00
39,2,8,1992,3,3,hru03           ,968.,95.0,.968,.00
39,2,8,1992,4,4,hru04           ,905.,1.78,.905,.00
39,2,8,1992,5,5,hru05           ,.209E+04,.113E+04,2.05,.751E+07
39,2,8,1992,6,6,hru06           ,536.,.314E+04,.535,.160E+07
39,2,8,1992,7,7,hru07           ,619.,43.4,.619,.00
39,2,8,1992,8,8,hru08           ,615.,371.,.603,.221E+07
39,2,8,1992,9,9,hru09           ,719.,182.,.703,2.19
39,2,8,1992,10,10,hru10           ,414.,338.,.414,.00
39,2,8,1992,11,11,hru11           ,79.8,1.13,.769E-01,.00
39,2,8,1992,12,12,hru12           ,132.,10.1,.131,.00
39,2,8,1992,13,13,hru13           ,35.1,14.0,.349E-01,.107
40,2,9,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
40,2,9,1992,2,2,hru02           ,.215E+04,491.,2.15,.00
40,2,9,1992,3,3,hru03           ,968.,66.9,.968,.00
40,2,9,1992,4,4,hru04           ,905.,1.26,.905,.00
40,2,9,1992,5,5,hru05           ,.209E+04,796.,2.05,.751E+07
40,2,9,1992,6,6,hru06           ,536.,.221E+04,.535,.158E+07
40,2,9,1992,7,7,hru07           ,619.,30.6,.619,.00
40,2,9,1992,8,8,hru08           ,615.,261.,.603,.221E+07
40,2,9,1992,9,9,hru09           ,719.,128.,.703,2.19
40,2,9,1992,10,10,hru10           ,414.,238.,.414,.00
40,2,9,1992,11,11,hru11           ,79.8,.796,.769E-01,.00
40,2,9,1992,12,12,hru12           ,132.,7.12,.131,.00
40,2,9,1992,13,13,hru13           ,35.1,9.89,.349E-01,.107
41,2,10,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
41,2,10,1992,2,2,hru02           ,.215E+04,346.,2.15,.00
41,2,10,1992,3,3,hru03           ,968.,47.2,.968,.00
41,2,10,1992,4,4,hru04           ,905.,.00,.905,.00
41,2,10,1992,5,5,hru05           ,.209E+04,561.,2.05,.761E+07
41,2,10,1992,6,6,hru06           ,536.,.156E+04,.535,.160E+07
41,2,10,1992,7,7,hru07           ,619.,21.6,.619,.00
41,2,10,1992,8,8,hru08           ,615.,184.,.603,.224E+07
41,2,10,1992,9,9,hru09           ,719.,90.5,.703,2.19
41,2,10,1992,10,10,hru10           ,414.,168.,.414,.00
41,2,10,1992,11,11,hru11           ,79.8,.561,.769E-01,.00
41,2,10,1992,12,12,hru12           ,132.,5.02,.131,.00
41,2,10,1992,13,13,hru13           ,35.1,6.97,.349E-01,.107
42,2,11,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
42,2,11,1992,2,2,hru02           ,.215E+04,244.,2.15,.00
42,2,11,1992,3,3,hru03           ,968.,33.3,.968,.00
42,2,11,1992,4,4,hru04           ,905.,.00,.905,.00
42,2,11,1992,5,5,hru05           ,.209E+04,396.,2.05,.751E+07
42,2,11,1992,6,6,hru06           ,536.,.110E+04,.535,.158E+07
42,2,11,1992,7,7,hru07           ,619.,15.2,.619,.00
42,2,11,1992,8,8,hru08           ,615.,130.,.603,.220E+07
42,2,11,1992,9,9,hru09           ,719.,63.8,.703,2.19
42,2,11,1992,10,10,hru10           ,414.,118.,.414,.00
42,2,11,1992,11,11,hru11           ,79.8,.395,.769E-01,.00
42,2,11,1992,12,12,hru12           ,132.,3.54,.131,.00
42,2,11,1992,13,13,hru13           ,35.1,4.92,.349E-01,.107
43,2,12,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
43,2,12,1992,2,2,hru02           ,.215E+04,172.,2.15,.00
43,2,12,1992,3,3,hru03           ,968.,23.5,.968,.00
43,2,12,1992,4,4,hru04           ,905.,.00,.905,.00
43,2,12,1992,5,5,hru05           ,.209E+04,279.,2.05,.658E+07
43,2,12,1992,6,6,hru06           ,536.,775.,.535,.144E+07
43,2,12,1992,7,7,hru07           ,619.,10.7,.619,.00
43,2,12,1992,8,8,hru08           ,615.,91.6,.603,.193E+07
43,2,12,1992,9,9,hru09           ,719.,45.0,.703,2.19
43,2,12,1992,10,10,hru10           ,414.,83.4,.414,.00
43,2,12,1992,11,11,hru11           ,79.8,.279,.769E-01,.00
43,2,12,1992,12,12,hru12           ,132.,2.49,.131,.00
43,2,12,1992,13,13,hru13           ,35.1,3.47,.349E-01,.107
44,2,13,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
44,2,13,1992,2,2,hru02           ,.215E+04,121.,2.15,.00
44,2,13,1992,3,3,hru03           ,968.,16.5,.968,.00
44,2,13,1992,4,4,hru04           ,905.,.00,.905,.00
44,2,13,1992,5,5,hru05           ,.209E+04,197.,2.05,.745E+07
44,2,13,1992,6,6,hru06           ,536.,546.,.535,.163E+07
44,2,13,1992,7,7,hru07           ,619.,7.55,.619,.00
44,2,13,1992,8,8,hru08           ,615.,64.6,.603,.219E+07
44,2,13,1992,9,9,hru09           ,719.,31.7,.703,2.19
44,2,13,1992,10,10,hru10           ,414.,58.8,.414,.00
44,2,13,1992,11,11,hru11           ,79.8,.197,.769E-01,.00
44,2,13,1992,12,12,hru12           ,132.,1.76,.131,.00
44,2,13,1992,13,13,hru13           ,35.1,2.44,.349E-01,.107
45,2,14,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
45,2,14,1992,2,2,hru02           ,.215E+04,85.5,2.15,.00
45,2,14,1992,3,3,hru03           ,968.,11.7,.968,.00
45,2,14,1992,4,4,hru04           ,905.,.00,.905,.00
45,2,14,1992,5,5,hru05           ,.209E+04,139.,2.05,.855E+07
45,2,14,1992,6,6,hru06           ,536.,385.,.535,.187E+07
45,2,14,1992,7,7,hru07           ,619.,5.33,.619,.00
45,2,14,1992,8,8,hru08           ,615.,45.5,.603,.251E+07
45,2,14,1992,9,9,hru09           ,719.,22.4,.703,2.19
45,2,14,1992,10,10,hru10           ,414.,41.5,.414,.00
45,2,14,1992,11,11,hru11           ,79.8,.139,.769E-01,.00
45,2,14,1992,12,12,hru12           ,132.,1.24,.131,.00
45,2,14,1992,13,13,hru13           ,35.1,1.72,.349E-01,.107
46,2,15,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
46,2,15,1992,2,2,hru02           ,.215E+04,60.3,2.15,.00
46,2,15,1992,3,3,hru03           ,968.,8.22,.968,.00
46,2,15,1992,4,4,hru04           ,905.,.00,.905,.00
46,2,15,1992,5,5,hru05           ,.209E+04,97.7,2.05,.719E+07
46,2,15,1992,6,6,hru06           ,536.,271.,.535,.160E+07
46,2,15,1992,7,7,hru07           ,619.,3.75,.619,.00
46,2,15,1992,8,8,hru08           ,615.,32.1,.603,.211E+07
46,2,15,1992,9,9,hru09           ,719.,15.8,.703,2.19
46,2,15,1992,10,10,hru10           ,414.,29.2,.414,.00
46,2,15,1992,11,11,hru11           ,79.8,.977E-01,.769E-01,.00
46,2,15,1992,12,12,hru12           ,132.,.874,.131,.00
46,2,15,1992,13,13,hru13           ,35.1,1.21,.349E-01,.107
47,2,16,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
47,2,16,1992,2,2,hru02           ,.215E+04,42.5,2.15,4.11
47,2,16,1992,3,3,hru03           ,968.,5.79,.968,.00
47,2,16,1992,4,4,hru04           ,905.,.00,.905,.00
47,2,16,1992,5,5,hru05           ,.209E+04,68.9,2.05,.736E+07
47,2,16,1992,6,6,hru06           ,536.,191.,.535,.161E+07
47,2,16,1992,7,7,hru07           ,619.,2.65,.619,.00
47,2,16,1992,8,8,hru08           ,615.,22.6,.603,.216E+07
47,2,16,1992,9,9,hru09           ,719.,11.1,.703,2.19
47,2,16,1992,10,10,hru10           ,414.,20.6,.414,.00
47,2,16,1992,11,11,hru11           ,79.8,.00,.769E-01,.00
47,2,16,1992,12,12,hru12           ,132.,.616,.131,.00
47,2,16,1992,13,13,hru13           ,35.1,.856,.349E-01,.107
48,2,17,1992,1,1,hru01           ,.186E+04,.00,1.85,.00
48,2,17,1992,2,2,hru02           ,.215E+04,30.0,2.15,4.11
48,2,17,1992,3,3,hru03           ,968.,4.09,.968,.00
48,2,17,1992,4,4,hru04           ,905.,.00,.905,.00
48,2,17,1992,5,5,hru05           ,.209E+04,48.6,2.05,.721E+07
48,2,17,1992,6,6,hru06           ,536.,135.,.535,.155E+07
48,2,17,1992,7,7,hru07           ,619.,1.87,.619,.00
48,2,17,1992,8,8,hru08           ,615.,15.9,.603,.212E+07
48,2,17,1992,9,9,hru09           ,719.,7.83,.703,2.19
48,2,17,1992,10,10,hru10           ,414.,14.5,.414,.00
48,2,17,1992,11,11,hru11           ,79.8,.00,.769E-01,.00
48,2,17,1992,12,12,hru12           ,132.,.434,.131,.00
48,2,17,1992,13,13,hru13           ,35.1,.604,.349E-01,.107
49,2,18,1992,1,1,hru01           ,.186E+04,.00,1.85,3.54
49,2,18,1992,2,2,hru02           ,.215E+04,21.1,2.15,4.11
49,2,18,1992,3,3,hru03           ,968.,2.88,.968,.00
49,2,18,1992,4,4,hru04           ,905.,.00,.905,.00
49,2,18,1992,5,5,hru05           ,.209E+04,34.2,2.05,.729E+07
49,2,18,1992,6,6,hru06           ,536.,95.1,.535,.155E+07
49,2,18,1992,7,7,hru07           ,619.,1.32,.619,.00
49,2,18,1992,8,8,hru08           ,615.,11.2,.603,.214E+07
49,2,18,1992,9,9,hru09           ,719.,5.52,.703,2.19
49,2,18,1992,10,10,hru10           ,414.,10.2,.414,.00
49,2,18,1992,11,11,hru11           ,79.8,.00,.769E-01,.00
49,2,18,1992,12,12,hru12           ,132.,.306,.131,.00
49,2,18,1992,13,13,hru13           ,35.1,.426,.349E-01,.107
50,2,19,1992,1,1,hru01           ,.186E+04,.00,1.85,3.54
50,2,19,1992,2,2,hru02           ,.215E+04,14.9,2.15,4.11
50,2,19,1992,3,3,hru03           ,968.,2.03,.968,.00
50,2,19,1992,4,4,hru04           ,905.,.00,.905,.00
50,2,19,1992,5,5,hru05           ,.209E+04,24.1,2.05,.760E+07
50,2,19,1992,6,6,hru06           ,536.,67.0,.535,.158E+07
50,2,19,1992,7,7,hru07           ,619.,.928,.619,.00
50,2,19,1992,8,8,hru08           ,615.,7.93,.603,.223E+07
50,2,19,1992,9,9,hru09           ,719.,3.89,.703,2.19
50,2,19,1992,10,10,hru10           ,414.,7.22,.414,.00
50,2,19,1992,11,11,hru11           ,79.8,.00,.769E-01,.00
50,2,19,1992,12,12,hru12           ,132.,.216,.131,.00
50,2,19,1992,13,13,hru13           ,35.1,.300,.349E-01,.107
51,2,20,1992,1,1,hru01           ,.186E+04,.00,1.85,3.54
51,2,20,1992,2,2,hru02           ,.215E+04,10.5,2.15,6.16
51,2,20,1992,3,3,hru03           ,968.,1.43,.968,.00
51,2,20,1992,4,4,hru04           ,905.,.00,.905,.00
51,2,20,1992,5,5,hru05           ,.209E+04,17.0,2.05,.715E+07
51,2,20,1992,6,6,hru06           ,536.,47.3,.535,.151E+07
51,2,20,1992,7,7,hru07           ,619.,.654,.619,.00
51,2,20,1992,8,8,hru08           ,615.,5.59,.603,.210E+07
51,2,20,1992,9,9,hru09           ,719.,2.74,.703,2.19
51,2,20,1992,10,10,hru10           ,414.,5.09,.414,.00
51,2,20,1992,11,11,hru11           ,79.8,.00,.769E-01,.00
51,2,20,1992,12,12,hru12           ,132.,.152,.131,.00
51,2,20,1992,13,13,hru13           ,35.1,.212,.349E-01,.107
52,2,21,1992,1,1,hru01           ,.186E+04,.00,1.85,3.54
52,2,21,1992,2,2,hru02           ,.215E+04,7.40,2.15,6.16
52,2,21,1992,3,3,hru03           ,968.,1.01,.968,.00
52,2,21,1992,4,4,hru04           ,905.,.00,.905,.00
52,2,21,1992,5,5,hru05           ,.209E+04,12.0,2.05,.688E+07
52,2,21,1992,6,6,hru06           ,536.,33.3,.535,.147E+07
52,2,21,1992,7,7,hru07           ,619.,.00,.619,.00
52,2,21,1992,8,8,hru08           ,615.,3.94,.603,.202E+07
52,2,21,1992,9,9,hru09           ,719.,1.93,.703,2.19
52,2,21,1992,10,10,hru10           ,414.,3.59,.414,.00
52,2,21,1992,11,11,hru11           ,79.8,.00,.769E-01,.00
52,2,21,1992,12,12,hru12           ,132.,.00,.131,.00
52,2,21,1992,13,13,hru13           ,35.1,.149,.349E-01,.107
53,2,22,1992,1,1,hru01           ,.186E+04,.00,1.85,5.31
53,2,22,1992,2,2,hru02           ,.215E+04,5.22,2.15,6.16
53,2,22,1992,3,3,hru03           ,968.,.00,.968,.00
53,2,22,1992,4,4,hru04           ,905.,.00,.905,.00
53,2,22,1992,5,5,hru05           ,.209E+04,8.46,2.05,.548E+07
53,2,22,1992,6,6,hru06           ,536.,23.5,.535,.154E+07
53,2,22,1992,7,7,hru07           ,619.,.00,.619,.00
53,2,22,1992,8,8,hru08           ,615.,2.78,.603,.155E+07
53,2,22,1992,9,9,hru09           ,719.,1.36,.703,2.19
53,2,22,1992,10,10,hru10           ,414.,2.53,.414,.789
53,2,22,1992,11,11,hru11           ,79.8,.00,.769E-01,.152
53,2,22,1992,12,12,hru12           ,132.,.00,.131,.252
53,2,22,1992,13,13,hru13           ,35.1,.105,.349E-01,.107
54,2,23,1992,1,1,hru01           ,.186E+04,.00,1.85,5.31
54,2,23,1992,2,2,hru02           ,.215E+04,3.68,2.15,6.16
54,2,23,1992,3,3,hru03           ,968.,.00,.968,.00
54,2,23,1992,4,4,hru04           ,905.,.00,.905,.00
54,2,23,1992,5,5,hru05           ,.209E+04,5.96,2.05,5.99
54,2,23,1992,6,6,hru06           ,536.,16.6,.535,.164E+07
54,2,23,1992,7,7,hru07           ,619.,.00,.619,.00
54,2,23,1992,8,8,hru08           ,615.,1.96,.603,1.76
54,2,23,1992,9,9,hru09           ,719.,.962,.703,2.19
54,2,23,1992,10,10,hru10           ,414.,1.78,.414,.789
54,2,23,1992,11,11,hru11           ,79.8,.00,.769E-01,.152
54,2,23,1992,12,12,hru12           ,132.,.00,.131,.252
54,2,23,1992,13,13,hru13           ,35.1,.741E-01,.349E-01,.107
55,2,24,1992,1,1,hru01           ,.186E+04,.00,1.85,5.31
55,2,24,1992,2,2,hru02           ,.215E+04,2.59,2.15,6.16
55,2,24,1992,3,3,hru03           ,968.,.00,.968,.00
55,2,24,1992,4,4,hru04           ,905.,.00,.905,.00
55,2,24,1992,5,5,hru05           ,.209E+04,4.20,2.05,5.99
55,2,24,1992,6,6,hru06           ,536.,11.7,.535,.140E+05
55,2,24,1992,7,7,hru07           ,619.,.00,.619,.00
55,2,24,1992,8,8,hru08           ,615.,1.38,.603,1.76
55,2,24,1992,9,9,hru09           ,719.,.00,.703,2.19
55,2,24,1992,10,10,hru10           ,414.,1.26,.414,.789
55,2,24,1992,11,11,hru11           ,79.8,.00,.769E-01,.152
55,2,24,1992,12,12,hru12           ,132.,.00,.131,.252
55,2,24,1992,13,13,hru13           ,35.1,.523E-01,.349E-01,.107
56,2,25,1992,1,1,hru01           ,.186E+04,.00,1.85,5.31
56,2,25,1992,2,2,hru02           ,.215E+04,.00,2.15,6.16
56,2,25,1992,3,3,hru03           ,968.,.00,.968,.00
56,2,25,1992,4,4,hru04           ,905.,.00,.905,.00
56,2,25,1992,5,5,hru05           ,.209E+04,2.96,2.05,5.99
56,2,25,1992,6,6,hru06           ,536.,8.23,.535,1.53
56,2,25,1992,7,7,hru07           ,619.,.00,.619,.00
56,2,25,1992,8,8,hru08           ,615.,.973,.603,1.76
56,2,25,1992,9,9,hru09           ,719.,.00,.703,2.19
56,2,25,1992,10,10,hru10           ,414.,.886,.414,.789
56,2,25,1992,11,11,hru11           ,79.8,.00,.769E-01,.152
56,2,25,1992,12,12,hru12           ,132.,.00,.131,.252
56,2,25,1992,13,13,hru13           ,35.1,.368E-01,.349E-01,.100
57,2,26,1992,1,1,hru01           ,.186E+04,.00,1.85,.243E+05
57,2,26,1992,2,2,hru02           ,.215E+04,.00,2.15,.332E+05
57,2,26,1992,3,3,hru03           ,968.,.00,.968,.00
57,2,26,1992,4,4,hru04           ,905.,.00,.905,.00
57,2,26,1992,5,5,hru05           ,.209E+04,.00,2.05,.630E+07
57,2,26,1992,6,6,hru06           ,536.,5.80,.535,1.53
57,2,26,1992,7,7,hru07           ,619.,.00,.401E+05,.00
57,2,26,1992,8,8,hru08           ,615.,.686,.603,.185E+07
57,2,26,1992,9,9,hru09           ,719.,.00,.703,2.19
57,2,26,1992,10,10,hru10           ,414.,.625,.414,.401E+04
57,2,26,1992,11,11,hru11           ,79.8,.00,.769E-01,776.
57,2,26,1992,12,12,hru12           ,132.,.00,.131,.128E+04
57,2,26,1992,13,13,hru13           ,35.1,.00,.349E-01,.160E+06
58,2,27,1992,1,1,hru01           ,.186E+04,.00,1.85,.179E+08
58,2,27,1992,2,2,hru02           ,.215E+04,.00,2.15,.220E+08
58,2,27,1992,3,3,hru03           ,968.,.00,.968,.00
58,2,27,1992,4,4,hru04           ,905.,.00,.905,.891E+07
58,2,27,1992,5,5,hru05           ,.209E+04,.00,2.05,.932E+07
58,2,27,1992,6,6,hru06           ,536.,4.09,.535,1.53
58,2,27,1992,7,7,hru07           ,619.,.00,20.6,.609E+07
58,2,27,1992,8,8,hru08           ,615.,.00,.603,.274E+07
58,2,27,1992,9,9,hru09           ,719.,.00,.703,2.19
58,2,27,1992,10,10,hru10           ,414.,.441,.414,.217E+07
58,2,27,1992,11,11,hru11           ,79.8,.00,.769E-01,.419E+06
58,2,27,1992,12,12,hru12           ,132.,.00,.131,.693E+06
58,2,27,1992,13,13,hru13           ,35.1,.00,.349E-01,.757E+04
59,2,28,1992,1,1,hru01           ,.186E+04,.00,1.85,.122E+07
59,2,28,1992,2,2,hru02           ,.215E+04,.00,2.15,.891E+07
59,2,28,1992,3,3,hru03           ,968.,.00,.968,.00
59,2,28,1992,4,4,hru04           ,905.,.00,.905,.374E+07
59,2,28,1992,5,5,hru05           ,.209E+04,.00,2.05,.786E+07
59,2,28,1992,6,6,hru06           ,536.,2.88,.535,1.53
59,2,28,1992,7,7,hru07           ,619.,.00,.619,.563E+07
59,2,28,1992,8,8,hru08           ,615.,.00,.603,.231E+07
59,2,28,1992,9,9,hru09           ,719.,.00,.703,2.19
59,2,28,1992,10,10,hru10           ,414.,.00,.414,1.18
59,2,28,1992,11,11,hru11           ,79.8,.00,.769E-01,.228
59,2,28,1992,12,12,hru12           ,132.,.00,.131,.378
59,2,28,1992,13,13,hru13           ,35.1,.00,.349E-01,.107
60,2,29,1992,1,1,hru01           ,.186E+04,.00,1.85,5.31
60,2,29,1992,2,2,hru02           ,.215E+04,.00,2.15,6.16
60,2,29,1992,3,3,hru03           ,968.,.00,.968,.00
60,2,29,1992,4,4,hru04           ,905.,.00,.905,.00
60,2,29,1992,5,5,hru05           ,.209E+04,.00,2.05,.665E+07
60,2,29,1992,6,6,hru06           ,536.,2.03,.535,1.53
60,2,29,1992,7,7,hru07           ,619.,.00,.619,.345E+07
60,2,29,1992,8,8,hru08           ,615.,.00,.603,.194E+07
60,2,29,1992,9,9,hru09           ,719.,.00,.703,2.19
60,2,29,1992,10,10,hru10           ,414.,.00,.414,1.18
60,2,29,1992,11,11,hru11           ,79.8,.00,.769E-01,.228
60,2,29,1992,12,12,hru12           ,132.,.00,.131,.378
60,2,29,1992,13,13,hru13           ,35.1,.00,.349E-01,.107
61,3,1,1992,1,1,hru01           ,.186E+04,.00,1.85,5.31
61,3,1,1992,2,2,hru02           ,.215E+04,.00,2.15,6.16
61,3,1,1992,3,3,hru03           ,968.,.00,.968,.00
61,3,1,1992,4,4,hru04           ,905.,.00,.905,.00
61,3,1,1992,5,5,hru05           ,.209E+04,.00,2.05,5.99
61,3,1,1992,6,6,hru06           ,536.,1.43,.535,1.53
61,3,1,1992,7,7,hru07           ,619.,.00,.619,.00
61,3,1,1992,8,8,hru08           ,615.,.00,.603,1.76
